id,dates,article,quantite,prix-achat,prix_vente,vendeur,client,quartier
JT3774-YS,10/3/2018,ciment,574,14.99,359.32,Ana,Entrepreneur,Agbalepedogan
CY6712-ZX,10/3/2018,verre,254,29.99,319.3,Carole,Maçon,Aflao Gakli
SW3685-ZI,3/4/2017,ciment,528,3.49,435.12,Ana,Entrepreneur,Agbalépédogan
TA3853-FL,3/4/2017,acier,75,54.99,271.16,Julien,Entrepreneur,Agbalepedogan
LN0568-OL,1/1/2021,acier,978,59.99,451.55,Luc,Maçon,Agbalépédogan
GN5899-YP,1/1/2021,brique,27,4.49,432.08,Luc,Entrepreneur,Agbalepedo
CL4632-KW,7/8/2020,bois,583,12.99,136.49,Ana,Particulier,Agbalépédogan
DH3112-VY,1/1/2021,ciment,470,2.49,347.8,Luc,Entrepreneur,Agbalepedo
LC1268-HE,10/3/2018,bois,237,12.99,212.65,Colette,Particulier,Agoe
NR4910-WU,3/4/2017,ciment,333,49.99,492.69,Carole,Entrepreneur,Adakpamé
BQ6830-MH,1/1/2021,verre,794,5.99,250.04,Colette,Entrepreneur,Aflao Gakli
MO8855-US,3/4/2017,verre,897,24.99,120.47,Luc,Maçon,Agbalepedogan
HA8086-YE,3/4/2017,verre,790,18.99,340.28,Carole,Maçon,Agbalépédogan
SX3186-XD,1/1/2021,verre,704,34.99,295.4,Julien,Particulier,Aflao Gakli
AU1077-YZ,7/8/2020,ciment,460,3.49,426.72,Julien,Maçon,Agbalepedogan
TM1723-UY,3/4/2017,acier,725,3.29,380.28,Jean,Entrepreneur,Agbalépédo
EL3929-WF,10/3/2018,acier,183,14.99,479.86,Luc,Entrepreneur,Agbalepedogan
MX6960-QY,10/3/2018,ciment,429,14.99,345.92,Julien,Entrepreneur,Agbalepedogan
QR6923-GI,5/12/2019,verre,583,1.99,242.74,Luc,Particulier,Agbalepedogan
AL6269-MJ,10/3/2018,brique,480,1.89,209.52,Luc,Maçon,Aflao Gakli
XF4318-SI,5/12/2019,acier,172,349.99,469.54,Colette,Particulier,Agbalepedogan
JP7389-HJ,7/8/2020,verre,221,3.29,82.86,Luc,Maçon,Be Klikame
FQ1132-BF,7/8/2020,brique,671,19.99,218.61,Colette,Particulier,Be Klikame
TN4786-OW,10/3/2018,acier,27,49.99,141.7,Julien,Particulier,Agbalepedo
TN2959-GF,3/4/2017,verre,476,8.99,171.17,Colette,Entrepreneur,Agbalépédogan
CZ5253-EP,3/4/2017,verre,107,6.49,146.16,Luc,Maçon,Aflao Gakli
XU2975-VO,5/12/2019,brique,831,0.89,171.93,Luc,Entrepreneur,Agbalepedogan
RX0556-OZ,5/12/2019,ciment,891,59.99,436.08,Ana,Maçon,Agbalépédogan
SS8219-MW,1/1/2021,verre,898,6.49,461.6,Julien,Entrepreneur,Agbalépédogan
BJ7783-XL,7/8/2020,acier,246,7.99,382.07,Jean,Entrepreneur,Agbalépédogan
AR7352-KJ,10/3/2018,bois,423,39.99,327.66,Ana,Particulier,Agbalepedogan
JC5793-EZ,10/3/2018,bois,238,9.99,62.53,Jean,Particulier,Agbalepedogan
PP9343-CK,3/4/2017,verre,539,4.49,83.45,Colette,Maçon,Agbalepedogan
VT8156-UM,1/1/2021,acier,384,12.99,311.66,Jean,Entrepreneur,Agbalépédogan
FG2088-HH,7/8/2020,bois,774,2.49,452,Ana,Particulier,Agoe
AU3854-YH,10/3/2018,bois,408,8.49,389.15,Ana,Entrepreneur,Bè
RW2684-EJ,7/8/2020,brique,94,19.99,201.53,Carole,Maçon,Agbalépédogan
EB2644-NF,10/3/2018,acier,407,2.29,142.05,Carole,Particulier,Agbalepedogan
FE0474-ZC,7/8/2020,brique,912,2.99,187.68,Colette,Particulier,Agbalepedogan
MX2098-WG,5/12/2019,bois,780,49.99,303.08,Jean,Maçon,Agbalepedogan
VI8421-HR,5/12/2019,acier,603,1.49,417.63,Jean,Maçon,Agbalepedogan
CG4314-DD,10/3/2018,ciment,231,8.99,459.75,Colette,Maçon,Agbalepedogan
UW4390-IZ,7/8/2020,verre,227,2.99,132.69,Colette,Entrepreneur,Agbalépédo
HF4257-LD,5/12/2019,ciment,27,49.99,267.97,Luc,Entrepreneur,Bè
QA6875-ZG,1/1/2021,brique,762,89.99,371.07,Luc,Maçon,Aflao Gakli
QZ4564-XO,5/12/2019,verre,617,1.89,153.78,Colette,Entrepreneur,Agoe
ZV6143-GF,5/12/2019,acier,616,1.79,366.85,Colette,Particulier,Agbalépédo
ET9978-KC,10/3/2018,brique,907,3.29,123.84,Jean,Particulier,Agbalepedo
SD1421-AC,3/4/2017,brique,304,3.99,374.79,Colette,Maçon,Nyékonakpoé
WZ8786-AR,1/1/2021,bois,19,199.99,475.13,Colette,Entrepreneur,Agbalépédogan
CU9069-EZ,1/1/2021,ciment,325,299.99,163.93,Carole,Particulier,Agbalépédogan
HV5426-AE,10/3/2018,acier,333,199.99,484.68,Jean,Particulier,Agbalépédogan
RC1585-SL,1/1/2021,acier,45,39.99,344.41,Colette,Particulier,Bè
ND3933-XD,10/3/2018,ciment,870,3.49,403.85,Luc,Particulier,Agbalépédogan
BO7880-KC,5/12/2019,verre,211,2.49,256.9,Luc,Particulier,Agbalépédogan
HZ8245-DJ,1/1/2021,ciment,406,49.99,74.65,Ana,Maçon,Aflao Gakli
RL3946-HV,3/4/2017,verre,651,4.49,465.45,Ana,Entrepreneur,Agbalepedogan
ME7438-AY,1/1/2021,acier,810,2.99,311.79,Ana,Maçon,Agbalepedo
ZX0129-TP,3/4/2017,verre,761,34.99,230.24,Julien,Maçon,Agbalépédogan
LI0139-RY,7/8/2020,ciment,547,24.99,457.75,Colette,Entrepreneur,Djidjolé
CL4525-SH,7/8/2020,acier,450,3.79,145.21,Julien,Entrepreneur,Agbalépédogan
KB9507-YJ,1/1/2021,verre,176,79.99,85.27,Carole,Particulier,Agbalépédogan
TI1593-RI,3/4/2017,bois,663,89,494.59,Carole,Maçon,Agbalépédogan
ZK6844-HW,10/3/2018,acier,666,79.99,441.91,Jean,Particulier,Aflao Gakli
SL9903-AE,1/1/2021,acier,661,19.99,489.7,Ana,Particulier,Agbalepedogan
FF9780-DN,7/8/2020,bois,245,29.99,120.99,Julien,Entrepreneur,Agbalépédogan
OD5588-RZ,5/12/2019,acier,732,29.99,236.04,Colette,Maçon,Agbalépédogan
KN6392-NK,7/8/2020,bois,612,3.49,411.33,Ana,Entrepreneur,Agbalépédogan
HZ6312-NE,10/3/2018,ciment,335,2.99,238.64,Carole,Maçon,Agbalépédogan
NM7644-TI,10/3/2018,acier,349,14.99,405.26,Julien,Particulier,Agbalepedogan
SF7892-HW,1/1/2021,bois,537,59.99,428.78,Colette,Entrepreneur,Agbalépédogan
CR6571-DY,7/8/2020,acier,252,109.99,351.34,Julien,Maçon,Agbalepedogan
HC4404-RJ,3/4/2017,acier,787,4.49,233.03,Julien,Particulier,Agbalepedogan
WE5889-SR,1/1/2021,brique,105,1.99,487.5,Carole,Entrepreneur,Agbalépédogan
CD4835-QV,5/12/2019,acier,955,5.99,417.11,Julien,Maçon,Agbalepedogan
CD6289-PD,3/4/2017,verre,531,8.99,176.8,Ana,Entrepreneur,Agbalépédogan
SZ0432-SL,10/3/2018,acier,641,3.49,230.38,Luc,Maçon,Agbalepedogan
CS3776-BS,7/8/2020,bois,853,99.99,68.99,Luc,Entrepreneur,Agbalépédo
IX8640-ZO,1/1/2021,brique,922,3.99,315.8,Colette,Particulier,Agbalépédo
IU6440-HP,3/4/2017,bois,990,2.29,202.12,Julien,Particulier,Kodjoviakopé
MD0134-VC,7/8/2020,bois,660,4.29,396.42,Jean,Particulier,Agbalépédogan
VB8996-EA,1/1/2021,ciment,202,2.89,488.34,Colette,Particulier,Bè
WU8715-XQ,10/3/2018,bois,658,6.99,349.92,Ana,Entrepreneur,Agbalépédogan
JB2651-JA,3/4/2017,ciment,35,59.99,399.51,Luc,Particulier,Agbalepedogan
FX2067-SM,7/8/2020,acier,912,4.99,94.3,Julien,Entrepreneur,Agbalépédogan
ZC3628-RM,1/1/2021,acier,877,19.99,94.45,Carole,Entrepreneur,Agbalépédogan
MT5858-SX,10/3/2018,bois,549,8.99,228.26,Julien,Maçon,Agbalepedogan
EK7300-JM,7/8/2020,verre,6,3.49,379.53,Ana,Entrepreneur,Be Klikame
LQ7761-TJ,1/1/2021,ciment,828,29.99,192.91,Jean,Entrepreneur,Agbalépédogan
DE8260-BY,7/8/2020,brique,308,54.99,286.53,Ana,Maçon,Agbalépédogan
QM8740-SP,7/8/2020,verre,439,19.99,471.63,Carole,Particulier,Bè
OG3470-FE,10/3/2018,brique,415,2.99,185.99,Jean,Entrepreneur,Agbalepedogan
BZ3071-YD,5/12/2019,bois,559,22.99,223.09,Carole,Entrepreneur,Agbalepedogan
SQ6188-NH,7/8/2020,ciment,984,22.99,405.18,Carole,Entrepreneur,Be Klikame
HS6008-QI,3/4/2017,bois,33,8.99,459.51,Ana,Entrepreneur,Agbalépédogan
YM6743-BW,5/12/2019,ciment,600,3.99,339.43,Julien,Particulier,Adakpamé
XG6477-QF,10/3/2018,ciment,329,4.49,459.69,Jean,Particulier,Kodjoviakopé
DO2029-FN,5/12/2019,verre,572,4.19,373.19,Carole,Entrepreneur,Agbalépédogan
FU8659-TT,7/8/2020,bois,339,39.99,117.76,Jean,Maçon,Agbalépédogan
PN2979-YT,10/3/2018,verre,541,9.99,213.21,Ana,Entrepreneur,Be Klikame
YW5868-OU,7/8/2020,brique,950,9.99,160.38,Colette,Entrepreneur,Aflao Gakli
ZE9855-PX,5/12/2019,ciment,716,24.99,258.22,Ana,Entrepreneur,Agbalepedo
CS4693-QZ,7/8/2020,brique,766,199.99,135.83,Julien,Particulier,Agbalepedogan
UD6893-OG,3/4/2017,ciment,321,2.29,257.07,Colette,Particulier,Agoe
IG8916-GE,5/12/2019,bois,747,3.29,123.86,Jean,Particulier,Agbalepedo
OQ1100-EW,10/3/2018,bois,174,2.49,254.13,Carole,Maçon,Agbalepedogan
NX2764-UO,7/8/2020,acier,673,8.99,386.86,Colette,Maçon,Nyékonakpoé
VW1172-GS,5/12/2019,ciment,283,1.29,360.76,Carole,Entrepreneur,Agbalepedo
AI4961-JD,1/1/2021,acier,495,39.99,115.36,Colette,Entrepreneur,Nyékonakpoé
FI5704-GM,1/1/2021,verre,890,5.99,67.78,Ana,Particulier,Adakpamé
FL2450-XD,5/12/2019,bois,410,6.49,208.33,Carole,Maçon,Nyékonakpoé
QH8978-GI,1/1/2021,verre,820,3.99,236.67,Carole,Entrepreneur,Nyékonakpoé
WZ6703-MR,3/4/2017,brique,86,4.29,312.39,Julien,Maçon,Bè
AD6752-MX,5/12/2019,verre,803,5.89,61.64,Julien,Maçon,Agbalepedogan
JX1431-ZA,1/1/2021,verre,135,129.99,399.71,Julien,Particulier,Bè
VU9008-QW,3/4/2017,ciment,361,129.99,299.17,Colette,Particulier,Agbalepedogan
SV1126-QX,5/12/2019,acier,200,5.99,106.21,Ana,Maçon,Agbalepedogan
BB0955-ZU,5/12/2019,ciment,719,2.49,480.31,Carole,Entrepreneur,Agbalepedogan
TH1239-OT,1/1/2021,verre,892,39.99,486.74,Julien,Entrepreneur,Bè
FF0258-TJ,1/1/2021,bois,643,39.99,451.5,Colette,Particulier,Nyékonakpoé
GO5551-QI,1/1/2021,bois,113,18.99,491.64,Julien,Maçon,Agbalepedogan
NB7200-YE,3/4/2017,ciment,107,4.99,430.96,Carole,Entrepreneur,Agbalepedo
CD6315-NG,1/1/2021,acier,881,3.29,175.54,Jean,Entrepreneur,Adakpamé
ZI5218-GU,5/12/2019,acier,108,2.99,240.45,Luc,Maçon,Agbalépédogan
DO3793-ZD,7/8/2020,acier,255,4.99,87.78,Ana,Entrepreneur,Agbalépédo
BR4023-AJ,5/12/2019,brique,268,34.99,205.48,Luc,Particulier,Aflao Gakli
SC5921-VL,1/1/2021,acier,68,3.29,354.54,Jean,Particulier,Agbalepedogan
KP1752-ZS,10/3/2018,brique,216,4.49,283.21,Jean,Entrepreneur,Agbalépédogan
KK8996-HN,5/12/2019,acier,1000,7.99,278.63,Luc,Entrepreneur,Bè
GN7872-FA,1/1/2021,verre,965,59.99,381.48,Julien,Particulier,Agbalépédogan
LV4111-FA,1/1/2021,brique,174,3.99,265.61,Ana,Maçon,Nyékonakpoé
DC6402-AR,3/4/2017,bois,946,29.99,136.61,Colette,Entrepreneur,Agbalépédogan
XZ0954-UA,7/8/2020,bois,298,39.99,60.53,Julien,Maçon,Nyékonakpoé
YP7445-AM,1/1/2021,bois,738,7.99,293.65,Jean,Particulier,Agbalépédogan
YL3521-FR,7/8/2020,brique,374,39.99,204.59,Ana,Maçon,Agbalépédogan
ZP8992-ZH,7/8/2020,verre,108,59.99,201.43,Ana,Particulier,Agbalepedogan
RF7064-KJ,7/8/2020,verre,983,9.99,468.62,Luc,Entrepreneur,Agbalepedogan
RT3598-DV,7/8/2020,acier,783,2.99,60.91,Luc,Entrepreneur,Agbalépédogan
JL6859-TX,1/1/2021,ciment,793,29.99,221.9,Ana,Maçon,Agbalepedogan
FD7128-RM,7/8/2020,ciment,197,7.99,323.51,Colette,Entrepreneur,Agbalépédogan
ZX7162-SJ,5/12/2019,brique,943,5.49,195.6,Julien,Particulier,Agbalépédo
ZO9283-MM,10/3/2018,bois,149,24.99,391.05,Luc,Entrepreneur,Agbalepedogan
ZD9972-IF,3/4/2017,ciment,546,69.99,179.52,Ana,Maçon,Be Klikame
ZD2342-TN,1/1/2021,acier,836,19.99,481.02,Julien,Particulier,Agbalépédogan
KN9877-LV,10/3/2018,ciment,519,15.99,467.36,Jean,Entrepreneur,Agbalepedogan
SD9522-TD,7/8/2020,verre,844,2.99,266.65,Luc,Particulier,Agbalépédogan
LZ6568-KV,7/8/2020,acier,724,1.29,135.05,Ana,Particulier,Agbalépédogan
LI7000-UI,5/12/2019,ciment,789,79.99,436.03,Julien,Maçon,Agbalepedogan
HK8803-RQ,5/12/2019,brique,733,6.99,268.54,Colette,Particulier,Agbalepedo
BF9702-KY,10/3/2018,brique,193,19.99,405.98,Luc,Particulier,Agbalépédogan
ZO1328-EP,1/1/2021,brique,285,49.99,264.26,Jean,Entrepreneur,Agbalepedogan
QU0158-AQ,10/3/2018,ciment,999,49.99,318.03,Ana,Particulier,Agbalépédogan
XV0765-LL,5/12/2019,brique,29,5.49,442.49,Luc,Particulier,Djidjolé
CC6175-UP,10/3/2018,ciment,308,44.99,86.08,Colette,Particulier,Agbalépédogan
BQ2295-VP,5/12/2019,ciment,413,129.99,373.43,Luc,Particulier,Agbalépédogan
NN6616-JX,3/4/2017,verre,632,32.99,239.44,Ana,Particulier,Nyékonakpoé
RZ3197-ER,1/1/2021,verre,142,8.99,384.92,Julien,Entrepreneur,Bè
TL4350-VG,3/4/2017,verre,830,5.99,253.2,Ana,Particulier,Agbalépédogan
XQ5000-PF,7/8/2020,ciment,914,5.99,103.56,Julien,Particulier,Agoe
IC7195-PW,1/1/2021,brique,112,4.19,342.83,Jean,Particulier,Agbalepedogan
KB1003-WS,10/3/2018,verre,856,34.99,71.4,Luc,Entrepreneur,Agbalepedogan
MM9170-FA,1/1/2021,bois,166,19.99,83.34,Colette,Maçon,Be Klikame
GW2549-II,10/3/2018,brique,867,22.99,317.65,Luc,Maçon,Agbalepedogan
NO3282-OE,5/12/2019,ciment,13,39.99,243.13,Ana,Entrepreneur,Agbalépédogan
OG7973-CS,7/8/2020,bois,631,39.99,493.04,Colette,Particulier,Agbalépédo
ZH6831-CI,5/12/2019,acier,965,4.49,496.38,Luc,Particulier,Agbalepedogan
LI9567-NZ,7/8/2020,brique,551,9.99,333.91,Jean,Maçon,Agbalepedogan
XO5358-UL,7/8/2020,verre,108,19.99,95.29,Ana,Particulier,Agbalépédogan
LO0013-PI,1/1/2021,acier,335,79.99,70.44,Carole,Maçon,Adakpamé
FP5884-NO,10/3/2018,verre,787,6.99,350.08,Carole,Maçon,Djidjolé
AN9703-ON,7/8/2020,ciment,178,29.99,209.97,Julien,Entrepreneur,Adakpamé
FS6974-ZH,10/3/2018,acier,301,3.79,363.73,Carole,Maçon,Be Klikame
WD5374-GX,1/1/2021,verre,988,45.99,119.53,Luc,Particulier,Agbalépédogan
EY6162-IX,7/8/2020,acier,567,2.99,279,Jean,Maçon,Agbalépédogan
EQ0093-SB,7/8/2020,brique,366,9.99,381.27,Julien,Entrepreneur,Agbalépédogan
OA0333-VN,10/3/2018,verre,467,3.49,148.3,Colette,Entrepreneur,Agbalépédogan
XR7811-YC,10/3/2018,ciment,187,3.79,293.84,Ana,Entrepreneur,Adakpamé
KA0965-PY,10/3/2018,brique,712,4.49,78.41,Jean,Particulier,Djidjolé
GD2435-TC,5/12/2019,brique,63,9.99,396.03,Julien,Entrepreneur,Agbalépédogan
BZ3849-VI,1/1/2021,verre,951,3.99,261.31,Julien,Entrepreneur,Agbalépédo
AI5837-KZ,5/12/2019,acier,327,24.99,155.7,Colette,Maçon,Agbalépédogan
YN9032-GQ,5/12/2019,ciment,243,12.99,444.06,Julien,Entrepreneur,Be Klikame
JH7550-XS,7/8/2020,acier,785,1.49,295.83,Colette,Maçon,Agbalepedogan
SW2146-DK,3/4/2017,ciment,494,1.89,86.69,Luc,Entrepreneur,Kodjoviakopé
FA7503-AF,7/8/2020,bois,194,5.99,251.84,Carole,Particulier,Nyékonakpoé
UM3280-QB,3/4/2017,acier,162,2.99,110.03,Jean,Entrepreneur,Kodjoviakopé
FE1817-JT,5/12/2019,ciment,853,59.99,351.04,Colette,Maçon,Agbalépédogan
AM6754-EL,3/4/2017,acier,626,199.99,453.04,Colette,Entrepreneur,Agbalépédogan
QO2667-HA,1/1/2021,brique,745,29.99,136.43,Julien,Particulier,Agbalepedogan
XQ0666-TR,1/1/2021,bois,998,39.99,465.39,Julien,Particulier,Agbalepedogan
SZ5326-MQ,5/12/2019,acier,410,12.99,429.42,Luc,Particulier,Agbalépédogan
DF5193-FF,1/1/2021,brique,796,25.99,133.75,Carole,Particulier,Agbalépédo
GI7107-LU,5/12/2019,brique,922,14.99,289.88,Julien,Entrepreneur,Nyékonakpoé
LZ9364-DE,7/8/2020,ciment,961,24.99,367.93,Colette,Particulier,Agbalepedogan
RV5396-CY,3/4/2017,verre,740,299.99,479.02,Luc,Particulier,Agbalepedo
LR3061-EK,3/4/2017,bois,472,1.99,306.33,Ana,Entrepreneur,Agbalépédo
GQ3101-SY,5/12/2019,bois,741,4.99,406.66,Luc,Entrepreneur,Be Klikame
QY0941-LQ,10/3/2018,brique,804,19.99,210.55,Luc,Particulier,Agbalépédogan
EQ3382-RJ,1/1/2021,bois,179,89.99,78.78,Luc,Entrepreneur,Agbalépédogan
FS5877-YU,1/1/2021,acier,587,149.99,249.43,Colette,Particulier,Agbalépédo
LP8960-GZ,3/4/2017,acier,90,29.99,342.33,Jean,Particulier,Agbalepedogan
NT0016-RU,1/1/2021,brique,155,5.99,312.39,Carole,Maçon,Agbalepedogan
GW1271-SO,10/3/2018,acier,511,29.99,499.2,Carole,Entrepreneur,Agbalepedogan
HP0881-ME,3/4/2017,brique,147,3.99,351.27,Julien,Entrepreneur,Agbalepedogan
LG6989-AX,7/8/2020,bois,863,349.99,255.38,Julien,Entrepreneur,Agbalépédogan
GC4082-IJ,3/4/2017,bois,690,4.29,173.77,Jean,Entrepreneur,Agbalepedogan
YT8844-XV,1/1/2021,brique,575,24.99,414.6,Luc,Particulier,Agbalépédogan
SS2943-DJ,5/12/2019,acier,127,29.99,52.47,Ana,Particulier,Agbalépédogan
WM9485-SQ,5/12/2019,verre,765,5.99,382.62,Jean,Entrepreneur,Agbalepedo
NI7632-TK,3/4/2017,acier,821,99.99,193.19,Julien,Maçon,Aflao Gakli
KW4972-ZM,3/4/2017,verre,840,299.99,306.34,Julien,Particulier,Agbalépédogan
BK5948-HP,3/4/2017,verre,511,3.29,470.19,Carole,Entrepreneur,Agbalepedogan
XX5867-PS,7/8/2020,bois,670,2.69,431.15,Ana,Entrepreneur,Adakpamé
UV6735-HY,3/4/2017,bois,167,12.99,370.24,Jean,Particulier,Agbalepedogan
ST6886-HK,1/1/2021,verre,694,3.99,292.53,Julien,Particulier,Kodjoviakopé
MX1194-SY,1/1/2021,verre,212,5.49,462.53,Colette,Particulier,Djidjolé
MJ2583-YL,3/4/2017,ciment,928,2.49,326.41,Jean,Entrepreneur,Agbalepedogan
KA9578-MB,5/12/2019,bois,25,199.99,373.64,Jean,Particulier,Agbalepedogan
BW2511-OS,10/3/2018,brique,21,3.49,442.76,Jean,Entrepreneur,Agbalepedogan
AP3293-HP,7/8/2020,ciment,410,3.49,59.88,Colette,Maçon,Nyékonakpoé
OO3416-DQ,10/3/2018,ciment,979,99.99,231.28,Julien,Particulier,Agbalepedogan
KV7659-UL,10/3/2018,ciment,659,19.99,155.27,Ana,Entrepreneur,Agbalepedogan
BY8851-CA,7/8/2020,bois,593,2.59,136.81,Jean,Particulier,Be Klikame
GO0501-JG,3/4/2017,bois,18,4.99,440.28,Julien,Maçon,Agbalepedogan
TR1973-OY,10/3/2018,bois,173,3.49,301.62,Jean,Particulier,Agbalépédogan
CA7775-ML,10/3/2018,bois,970,39.99,266.86,Ana,Entrepreneur,Agbalépédo
ZO3424-FV,10/3/2018,acier,615,2.49,72.26,Jean,Particulier,Kodjoviakopé
TA8723-OG,7/8/2020,ciment,961,39.99,403.59,Carole,Particulier,Agbalépédogan
EA0134-OA,5/12/2019,bois,226,3.99,212.35,Luc,Maçon,Agbalépédogan
FP2756-PY,3/4/2017,acier,916,4.49,60.27,Julien,Maçon,Agbalépédogan
TQ6368-BR,10/3/2018,verre,839,22.99,203.97,Jean,Particulier,Agbalepedogan
NS3697-MG,5/12/2019,acier,713,14.99,458.7,Jean,Entrepreneur,Agbalépédogan
MH6933-XX,1/1/2021,brique,791,1.99,277.11,Jean,Entrepreneur,Agbalépédogan
OP3136-KT,5/12/2019,bois,296,4.29,133.91,Colette,Maçon,Agbalepedo
AD7889-KM,10/3/2018,brique,425,79.99,302.61,Jean,Entrepreneur,Agbalépédogan
MR8514-EC,7/8/2020,acier,989,299.99,251.16,Julien,Entrepreneur,Agbalepedogan
WS8850-KR,10/3/2018,verre,601,2.29,189.69,Carole,Entrepreneur,Agbalepedo
IC4608-PC,10/3/2018,ciment,892,8.99,178.3,Colette,Entrepreneur,Agbalépédogan
SI4707-ZM,5/12/2019,ciment,472,5.99,260.84,Colette,Particulier,Agbalépédogan
MU0727-EM,10/3/2018,acier,465,29.99,117.58,Jean,Entrepreneur,Agbalépédogan
UD9461-EI,3/4/2017,verre,16,25.99,340.56,Colette,Entrepreneur,Agbalépédo
YW2590-MA,10/3/2018,acier,260,4.29,473.83,Luc,Entrepreneur,Agbalepedogan
UM2320-NX,7/8/2020,bois,205,34.99,470.15,Carole,Particulier,Agbalepedogan
XL1625-EI,3/4/2017,bois,323,49.99,372.48,Carole,Maçon,Bè
HH7664-PK,3/4/2017,bois,647,4.99,220.51,Ana,Maçon,Kodjoviakopé
FE0782-RX,7/8/2020,verre,430,12.99,255.58,Ana,Maçon,Agbalépédo
JX4922-CM,1/1/2021,verre,945,39.99,444.12,Colette,Particulier,Agbalepedogan
QP5006-NW,5/12/2019,acier,675,3.99,60.93,Ana,Particulier,Agbalépédo
YD6655-KD,10/3/2018,ciment,951,3.99,421.48,Colette,Maçon,Agbalepedogan
TK5292-JR,10/3/2018,ciment,715,3.49,157.07,Ana,Maçon,Agbalepedogan
QY5800-NB,7/8/2020,acier,837,2.49,115.96,Ana,Entrepreneur,Agbalepedogan
MY8898-KW,10/3/2018,bois,356,19.99,148.79,Luc,Entrepreneur,Agbalepedogan
MZ1600-GZ,1/1/2021,bois,118,4.99,264.17,Luc,Entrepreneur,Agoe
AL5447-EH,7/8/2020,brique,142,6.99,306.44,Jean,Particulier,Bè
UN4820-WV,1/1/2021,verre,581,24.99,475.45,Colette,Maçon,Agbalépédogan
JU1041-NM,3/4/2017,bois,64,3.99,436.68,Julien,Maçon,Agbalépédogan
NK4389-ES,5/12/2019,verre,197,59.99,299.57,Luc,Maçon,Aflao Gakli
KH0206-MW,3/4/2017,acier,78,59.99,419.22,Julien,Particulier,Agbalépédogan
RE3341-BF,1/1/2021,verre,910,29.99,456.28,Jean,Entrepreneur,Bè
OH2946-ZD,10/3/2018,brique,661,79.99,467.05,Jean,Maçon,Agbalépédogan
TW2254-KK,5/12/2019,brique,299,5.99,365.59,Colette,Maçon,Agbalépédogan
CY4713-RB,10/3/2018,verre,465,3.69,90.11,Jean,Maçon,Agbalepedogan
HB3882-VH,5/12/2019,bois,490,34.99,246.83,Luc,Entrepreneur,Agbalepedogan
DJ4713-ZL,10/3/2018,ciment,563,3.39,52.95,Jean,Particulier,Be Klikame
VN5929-FI,10/3/2018,acier,416,3.79,229,Colette,Particulier,Agbalépédogan
OQ8145-WB,7/8/2020,brique,69,29.99,91.99,Colette,Maçon,Agoe
XJ0592-LZ,5/12/2019,ciment,998,5.49,353.11,Ana,Entrepreneur,Agbalépédogan
ND2755-SH,1/1/2021,bois,243,3.49,360.35,Carole,Entrepreneur,Bè
KA9116-AD,3/4/2017,ciment,813,7.19,289.78,Luc,Maçon,Agbalepedogan
VP7460-JQ,10/3/2018,bois,839,89.99,255.4,Jean,Particulier,Agbalépédogan
HF2791-WU,5/12/2019,acier,654,3.29,360.24,Carole,Entrepreneur,Be Klikame
JE1183-KI,1/1/2021,ciment,918,14.99,219.14,Colette,Entrepreneur,Agbalepedogan
XQ5725-TX,7/8/2020,acier,321,69.99,305.59,Carole,Entrepreneur,Be Klikame
FZ7854-XO,10/3/2018,brique,983,18.99,339.74,Colette,Particulier,Agbalépédogan
PD0179-GN,10/3/2018,verre,914,39.99,421.86,Ana,Entrepreneur,Bè
TM0177-ZG,5/12/2019,brique,420,49.99,219.74,Ana,Particulier,Aflao Gakli
FG0300-ZO,7/8/2020,acier,188,54.99,134.26,Carole,Maçon,Bè
KZ8291-WL,5/12/2019,ciment,328,5.99,275.67,Julien,Maçon,Agbalepedogan
TJ4430-VN,3/4/2017,verre,46,89.99,218.72,Jean,Maçon,Aflao Gakli
GY4861-RB,10/3/2018,acier,693,22.99,492.14,Luc,Particulier,Agbalépédogan
OT8604-VI,3/4/2017,verre,950,149.99,160.17,Julien,Entrepreneur,Be Klikame
NN4379-BL,1/1/2021,acier,343,3.49,484.63,Colette,Particulier,Agbalépédogan
FE0772-GY,1/1/2021,brique,894,3.29,119.04,Jean,Entrepreneur,Agbalepedogan
EH6358-KU,3/4/2017,ciment,357,4.29,143.54,Julien,Maçon,Agbalépédogan
PA3755-OR,5/12/2019,bois,922,29.99,117.63,Jean,Particulier,Be Klikame
MB5478-KU,10/3/2018,ciment,638,4.29,167.49,Jean,Particulier,Agbalépédo
NM8515-VT,10/3/2018,bois,698,34.99,428.74,Jean,Maçon,Adakpamé
KZ4743-ZU,1/1/2021,brique,931,39.99,393.11,Colette,Maçon,Agbalepedogan
LS2565-VP,3/4/2017,bois,621,3.49,460.99,Julien,Particulier,Nyékonakpoé
UL6463-ND,7/8/2020,acier,61,1.29,134.85,Ana,Maçon,Agbalepedogan
PN2826-DZ,10/3/2018,acier,604,2.59,212.31,Jean,Entrepreneur,Agbalepedogan
ZK8457-TW,7/8/2020,ciment,851,349.99,476.6,Colette,Particulier,Aflao Gakli
OX7147-LO,7/8/2020,bois,877,49.99,81.63,Colette,Maçon,Agbalépédogan
OH3841-DE,7/8/2020,acier,112,59.99,422.5,Ana,Maçon,Agbalepedogan
ZF7296-NC,7/8/2020,brique,648,1.29,64.11,Colette,Particulier,Adakpamé
XZ7122-MB,10/3/2018,acier,899,14.99,341.72,Jean,Particulier,Agbalepedogan
